date,series,value,unit,source_id,frequency
2005-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.52,million number,pbs_labour_sdmx,annual
2006-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.13,million number,pbs_labour_sdmx,annual
2007-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",2.73,million number,pbs_labour_sdmx,annual
2008-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",2.77,million number,pbs_labour_sdmx,annual
2009-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.05,million number,pbs_labour_sdmx,annual
2010-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.16,million number,pbs_labour_sdmx,annual
2011-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.44,million number,pbs_labour_sdmx,annual
2012-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.53,million number,pbs_labour_sdmx,annual
2013-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.73,million number,pbs_labour_sdmx,annual
2014-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.58,million number,pbs_labour_sdmx,annual
2015-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.62,million number,pbs_labour_sdmx,annual
2016-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.692762,million number,pbs_labour_sdmx,annual
2017-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.7256275818,million number,pbs_labour_sdmx,annual
2018-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.79,million number,pbs_labour_sdmx,annual
2019-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",4.7,million number,pbs_labour_sdmx,annual
2021-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",4.51,million number,pbs_labour_sdmx,annual
